query_doi,query_abstract,ground_truth_dois,metadata
10.3390/POLLUTANTS3030022,"Seafood constitutes the primary source of exposure to the organic form of mercury in the general population, and the Trieste Gulf is considered a hotspot of mercury contamination. We used a newly developed quantitative food frequency questionnaire to obtain an estimation of the intake of mercury through seafood consumption in a sample of 32 individuals from Trieste. Then, we validated the results obtained from the questionnaire against those of the analysis of total mercury measured in the hair of the same individuals through Spearman rank correlation coefficients, Cohen's weighted Kappa statistic, and a Bland-Altman plot. The Spearman rank correlation coefficient and Cohen's weighted Kappa statistic were 0.76 and 0.69, respectively. In the Bland-Altman plot, 93.75% of the data points lay within the acceptability range. The plot revealed an ever-increasing overestimation of mercury intake by the questionnaires as the hair mercury increased. By applying a standardized filtering procedure to the results of the questionnaires, we obtained a Spearman rank correlation coefficient and Cohen's weighted Kappa statistic of 0.69 and 0.57, respectively. In this Bland-Altman plot, 93.75% of the data points lay within the acceptability range. In this latter plot, the proportionality between the mean difference and the magnitude of the measurement was more subtle compared to that observed in the plot built upon the non-filtered questionnaires. This preliminary study shows the high accuracy of the reported questionnaire in the estimation of habitual mercury intake, similar to the one measured through the analysis of hair.","[""10.1038/S41597-019-0219-Y""]","{""source_datapaper"": ""10.1038/S41597-019-0219-Y"", ""char_length"": 1634, ""original_abstract_found"": true}"
10.1085/JGP.202213146,"The Cm28 in the venom of Centruroides margaritatus is a short peptide consisting of 27 amino acid residues with a mol wt of 2,820 D. Cm28 has <40% similarity with other known -KTx from scorpions and lacks the typical functional dyad (lysine-tyrosine) required to block K V channels. However, its unique sequence contains the three disulfide-bond traits of the -KTx scorpion toxin family. We propose that Cm28 is the first example of a new subfamily of -KTxs, registered with the systematic number -KTx32.1. Cm28 inhibited voltage-gated K + channels K V 1.2 and K V 1.3 with K d values of 0.96 and 1.3 nM, respectively. There was no significant shift in the conductance-voltage (G-V) relationship for any of the channels in the presence of toxin. Toxin binding kinetics showed that the association and dissociation rates are consistent with a bimolecular interaction between the peptide and the channel. Based on these, we conclude that Cm28 is not a gating modifier but rather a pore blocker. In a selectivity assay, Cm28 at 150 nM concentration (>100 K d value for K V 1.3) did not inhibit K or the hH V 1 H + channel but blocked 27% of the K V 1.1 current. In a biological functional assay, Cm28 strongly inhibited the expression of the activation markers interleukin-2 receptor and CD40 ligand in anti-CD3-activated human CD4 + effector memory T lymphocytes. Cm28, due to its unique structure, may serve as a template for the generation of novel peptides targeting K V 1.3 in autoimmune diseases. Figure 4. Inhibition of K V 1.2 and K V 1.3 currents by Cm28. (A and B). Whole-cell currents of K V 1.2 (A) and K V 1.3 (B) were recorded on transiently transfected CHO cells and activated human peripheral T lymphocytes, respectively, by applying 15-ms-long voltage pulses to +50 mV from a V h of 120 mV every 15 s. Representative current traces show the K + current in control solution (black), at equilibrium block in the presence of 14 nM ChTx for K V 1.2, and 10 mM TEA + for K V 1.3, (blue traces in A and B, respectively) as a perfusion control, at equilibrium block upon application of 2 nM Cm28 (purple for K V 1.2, red for K V 1.3) and after recovery from the block upon application of toxin-free solution (green, wash-out). (C and D) Time course of development and recovery of the K + current inhibition. Normalized peak currents were plotted as function of time. Data points in purple (C, K V 1.2) and in red (D, K V 1.3) represent the application of 2 nM of Cm28 to the bath solution. Upon reaching the block equilibrium, cells were perfused with toxin-free solution (arrow, wash out) to demonstrate reversibility of the block (data points in black). (E and F) Concentration-dependent block of K V 1.2 (E) and K V 1.3 (F) by Cm28. A Hill equation (see Materials and methods for details) was fitted to the RCF values calculated at different toxin concentrations (solid lines). The best fit resulted in K d = 0.96 nM, H = 1.04 for K V 1.2 (E) and K d = 1.3 nM, H = 0.93 for K V 1.3 (F). Err","[""10.3390/TOXINS15080506""]","{""source_datapaper"": ""10.1038/S41597-019-0074-X"", ""char_length"": 3000, ""original_abstract_found"": true}"
10.3390/TOXINS15080506,"Seven new peptides denominated CboK1 to CboK7 were isolated from the venom of the Mexican scorpion Centruroides bonito and their primary structures were determined.The molecular weights ranged between 3760.4Da and 4357.9Da, containing 32 to 39 amino acid residues with three putative disulfide bridges.The comparison of amino acid sequences with known potassium scorpion toxins (KTx) and phylogenetic analysis revealed that CboK1 (-KTx 10.5) and CboK2 (-KTx 10.6) belong to the -KTx 10.x subfamily, whereas CboK3 (-KTx 2.22), CboK4 (-KTx 2.23), CboK6 (-KTx 2.21), and CboK7 (-KTx 2.24) bear > 95% amino acid similarity with members of the -KTx 2.x subfamily, and CboK5 is identical to Ce3 toxin (-KTx 2.10).Electrophysiological assays demonstrated that except CboK1, all six other peptides blocked the Kv1.2 channel with Kd values in the picomolar range (24-763 pM) and inhibited the Kv1.3 channel with comparatively less potency (Kd values between 20-171 nM).CboK3 and CboK4 inhibited less than 10% and CboK7 inhibited about 42% of Kv1.1 currents at 100 nM concentration.Among all, CboK7 showed outstanding affinity for Kv1.2 (Kd = 24 pM), as well as high selectivity over Kv1.3 (850-fold) and Kv1.1 (6000-fold).These characteristics of CboK7 may provide a framework for developing tools to treat Kv1.2-related channelopathies.","[""10.1085/JGP.202213146""]","{""source_datapaper"": ""10.1038/S41597-019-0074-X"", ""char_length"": 1328, ""original_abstract_found"": true}"
10.1016/J.HELIYON.2023.E16002,"A B S T R A C TThis article proposes an approach for the classification of industrial engineering programs offered by different higher education institutions (HEIs) in Colombia, using data envelopment analysis (DEA) and validating the results with cluster analysis. To perform this classification, data from 5318 industrial engineering students from 93 higher education institutions are used as a basis for classification based on the Saber11 and SaberPro state tests. The state tests are used to measure graduates' academic performance in the data envelopment analysis. With the efficiency results it was possible to classify higher education institutions (HEIs) into three large groups. Subsequently, this classification was validated through cluster analysis. The results show a correct classification of 77%.","[""10.1007/S10618-022-00856-X""]","{""source_datapaper"": ""10.1016/J.DIB.2020.105537"", ""char_length"": 812, ""original_abstract_found"": true}"
10.1007/S10618-022-00856-X,"We introduce the problem of robust subgroup discovery, i.e., finding a set of interpretable descriptions of subsets that 1) stand out with respect to one or more target attributes, 2) are statistically robust, and 3) non-redundant. Many attempts have been made to mine either locally robust subgroups or to tackle the pattern explosion, but we are the first to address both challenges at the same time from a global modelling perspective. First, we formulate the broad model class of subgroup lists, i.e., ordered sets of subgroups, for univariate and multivariate targets that can consist of nominal or numeric variables, including traditional top-1 subgroup discovery in its definition. This novel model class allows us to formalise the problem of optimal robust subgroup discovery using the Minimum Description Length (MDL) principle, where we resort to optimal Normalised Maximum Likelihood and Bayesian encodings for nominal and numeric targets, respectively. Second, finding optimal subgroup lists is NP-hard. Therefore, we propose SSD++, a greedy heuristic that finds good subgroup lists and guarantees that the most significant subgroup found according to the MDL criterion is added in each iteration. In fact, the greedy gain is shown to be equivalent to a Bayesian one-sample proportion, multinomial, or t-test between the subgroup and dataset marginal target distributions plus a multiple hypothesis testing penalty. Furthermore, we empirically show","[""10.1016/J.HELIYON.2023.E16002""]","{""source_datapaper"": ""10.1016/J.DIB.2020.105537"", ""char_length"": 1460, ""original_abstract_found"": true}"
10.18653/V1/W19-3202,"In the medical domain, user-generated social media text is increasingly used as a valuable complementary knowledge source to scientific medical literature. The extraction of this knowledge is complicated by colloquial language use and misspellings. Yet, lexical normalization of such data has not been addressed properly. This paper presents an unsupervised, data-driven spelling correction module for medical social media. Our method outperforms state-of-the-art spelling correction and can detect mistakes with an F 0.5 of 0.888. Additionally, we present a novel corpus for spelling mistake detection and correction on a medical patient forum.","[""10.18653/V1/W19-3212""]","{""source_datapaper"": ""10.1016/J.DIB.2016.11.056"", ""char_length"": 645, ""original_abstract_found"": true}"
10.18653/V1/W19-3212,"Transfer learning is promising for many NLP applications, especially in tasks with limited labeled data. This paper describes the methods developed by team TMRLeiden for the 2019 Social Media Mining for Health Applications (SMM4H) Shared Task. Our methods use state-of-the-art transfer learning methods to classify, extract and normalise adverse drug effects (ADRs) and to classify personal health mentions from health-related tweets. The code and fine-tuned models are publicly available. 1","[""10.18653/V1/W19-3202""]","{""source_datapaper"": ""10.1016/J.DIB.2016.11.056"", ""char_length"": 491, ""original_abstract_found"": true}"
10.1175/JAS-D-21-0019.1,"Zonal jets are common in planetary atmospheres. Their character, structure, and seasonal variability depend on the planetary parameters. During solstice on Earth and Mars, there is a strong westerly jet in the winter hemisphere and weak, low-level westerlies in the ascending regions of the Hadley cell in the summer hemisphere. This summer jet has been less explored in a broad planetary context, both due to the dominance of the winter jet and since the balances controlling it are more complex, and understanding them requires exploring a broader parameter regime. To better understand the jet characteristics on terrestrial planets and the transition between winter-and summer-dominated jet regimes, we explore the jet's dependence on rotation rate and obliquity. Across a significant portion of the parameter space, the dominant jet is in the winter hemisphere, and the summer jet is weaker and restricted to the boundary layer. However, we show that for slow rotation rates and high obliquities, the strongest jet is in the summer rather than the winter hemisphere. Analysis of the summer jet's momentum balance reveals that the balance is not simply cyclostrophic and that both boundary layer drag and vertical advection are essential. At high obliquities and slow rotation rates, the cross-equatorial winter cell is wide and strong. The returning poleward flow in the summer hemisphere is balanced by low-level westerlies through an Ekman balance and momentum is advected upwards close to the ascending branch, resulting in a mid-troposphere summer jet.","[""10.1186/S40623-023-01767-X""]","{""source_datapaper"": ""10.1002/GDJ3.77"", ""char_length"": 1561, ""original_abstract_found"": true}"
10.1186/S40623-023-01767-X,"Mountain lee waves have often been observed on the eastern side of the Phlegra Montes as wave trains visualized by water ice clouds in the Martian atmosphere. The seasonality and formation condition of these lee waves and associated cloud trains have not yet been investigated, whereas those of Martian dust storms have been studied observationally and numerically. We extract the cloud trains in this region from images observed by the Mars Orbiter Camera onboard the Mars Global Surveyor and measure the wavelengths of the lee waves. It is revealed that, on the eastern side of the Phlegra Montes, cloud trains tend to form in the northern winter season, except during the 2001 global dust storm. The results suggest that stationary mountain waves are excited in the thermally stable atmosphere, but are trapped below an altitude of approximately 10 km due to the zonal wind structure that increases rapidly with altitude. This is consistent with the previous studies on gravity waves in the Martian atmosphere and is the first study to constrain the typical altitude of the cloud trains from imager observations.","[""10.1175/JAS-D-21-0019.1""]","{""source_datapaper"": ""10.1002/GDJ3.77"", ""char_length"": 1115, ""original_abstract_found"": true}"
10.47603/MANO.V7N1.220,"ResumenColombia es uno de los pases con mayor riqueza de armadillos al contar con seis especies, pertenecientes a tres gneros, que abarcan la mayor parte del territorio nacional, siendo Cabassous centralis la nica especie trasandina. En este estudio buscamos aportar al conocimiento de la distribucin brindando nuevos registros para el departamento del Tolima. Durante un muestreo nocturno de serpientes, en enero de 2019, se observ y fotografi un individuo de Cabassous centralis en el oriente del departamento, en estribaciones de la Cordillera Oriental. Este registro, junto con un espcimen preservado en la coleccin de mamferos del Instituto de Investigacin de Recursos Biolgicos Alexander von Humboldt, confirman la presencia de la especie en el Tolima y son los registros ms al sur en su distribucin dentro del Valle del Magdalena.Palabras clave coletrapo, nuevo registro, bosque seco tropical, Valle del Magdalena, Tolima Abstract Colombia is a country with a great richness of armadillos, with six species belonging to three genera, covering most of the national territory. One of them, Cabassous centralis, is the only trans-andean species. An individual of Cabassous centralis was found and photographed during a snakesearching in January of 2019. The casual encounter occurs at the eastern Tolima department, in the slopes of Eastern Cordillera. This record, together with a specimen preserved in the mammal collection of the Alexander von Humboldt Biological Resources Research Institute, confirm the presence of the species in the department and are the southernmost records in its distribution within the Magdalena Valley.","[""10.1111/DDI.13473""]","{""source_datapaper"": ""10.1002/ECY.2663"", ""char_length"": 1636, ""original_abstract_found"": true}"
10.1111/DDI.13473,"Aim Limited funds for conservation and research require the development of prioritization schemes. Traditionally, biodiversity metrics were used to delineate priority areas however, a growing realization emphasizes that logistic factors should be also considered. Here, we combine species richness, past collection efforts, degree of habitat loss and accessibility to define priority areas and spatially orient fieldwork in a cost-effective manner for xenarthrans.Location Neotropics.MethodsWe assessed spatial patterns of species richness in Xenarthra and identified diversity hotspots based on species distribution models. Spatial patterns and biases in the Xenarthra past collection efforts were analysed using a comprehensive database including 33,464 individual records for 34 species of Xenarthra. Finally, we produced priority area indices relating species richness and collection efforts with levels of habitat loss and accessibility (roads and rivers network) to highlight important but neglected areas.Results Collection efforts were concentrated to a small portion of the Neotropics (central-western Brazil, eastern Bolivia and north-western Argentina) and were biased towards access routes. Only 4% of the Neotropics can be considered well sampled.Major xenarthran diversity hotspots include the Amazonian lowlands of Bolivia and the dry Chaco of Paraguay and Argentina. Priority areas for research varied depending on the metric analysed. Amazon holds a high diversity that remains poorly explored.Central Argentina and eastern Brazil are priority areas for research and conservation given the low sampling efforts, high diversity and endemic species, high levels of habitat loss and a dense road network.Main conclusionsMost areas of the Neotropics lack a proper assessment of the xenarthran assemblage, reflecting extensive knowledge shortfalls. Sites close to roads tend to be better sampled, but many areas with a dense road network are undersampled, being good candidates for low-cost studies. Xenarthra diversity hotspots facing the highest levels of habitat alteration are the least protected and are priority for both research and conservation. Simultaneous efforts of data collection and conservation actions across most of the xenarthran range should be stimulated. 2779FEIJ Et al.","[""10.47603/MANO.V7N1.220""]","{""source_datapaper"": ""10.1002/ECY.2663"", ""char_length"": 2304, ""original_abstract_found"": true}"
10.1016/J.NEUROIMAGE.2023.120074,"The benefits, opportunities and growing availability of ultra-high field magnetic resonance imaging (MRI) for humans have prompted an expansion in research and development efforts towards increasingly more advanced high-resolution imaging techniques. To maximize their effectiveness, these efforts need to be supported by powerful computational simulation platforms that can adequately reproduce the biophysical characteristics of MRI, with high spatial resolution. In this work, we have sought to address this need by developing a novel digital phantom with realistic anatomical detail up to 100-m resolution, including multiple MRI properties that affect image generation. This phantom, termed BigBrain-MR, was generated from the publicly available BigBrain histological dataset and lower-resolution in-vivo 7T-MRI data, using a newly-developed image processing framework that allows mapping the general properties of the latter into the fine anatomical scale of the former. Overall, the mapping framework was found to be effective and robust, yielding a diverse range of realistic invivo-like MRI contrasts and maps at 100-m resolution. BigBrain-MR was then tested in three different imaging applications (motion effects and interpolation, super-resolution imaging, and parallel imaging reconstruction) to investigate its properties, value and validity as a simulation platform. The results consistently showed that BigBrain-MR can closely approximate the behavior of real in-vivo data, more realistically and with more extensive features than a more classic option such as the Shepp-Logan phantom. This novel phantom is therefore deemed a favorable choice to support methodological development in brain MRI, and has been made freely available to the community.","[""10.1101/2023.12.05.570038"", ""10.1002/HBM.25137""]","{""source_datapaper"": ""10.1038/S41597-019-0217-0"", ""char_length"": 1764, ""original_abstract_found"": true}"
10.1101/2023.12.05.570038,"INTRODUCTION Three-dimensional (3D) histology analyses are essential to overcome sampling variability and understand pathological differences beyond the dissection axis. We present Path2MR, the first pipeline allowing 3D reconstruction of sparse human histology without an MRI reference. We implemented Path2MR with post-mortem hippocampal sections to explore pathology gradients in Alzheimers Disease. METHODS Blockface photographs of brain hemisphere slices are used for 3D reconstruction, from which an MRI-like image is generated using machine learning. Histology sections are aligned to the reconstructed hemisphere and subsequently to an atlas in standard space. RESULTS Path2MR successfully registered histological sections to their anatomical position along the hippocampal longitudinal axis. Combined with histopathology quantification, we found an expected peak of tau pathology at the anterior end of the hippocampus, while amyloid- displayed a quadratic anterior-posterior distribution. CONCLUSION Path2MR, which enables 3D histology using any brain bank dataset, revealed significant differences along the hippocampus between tau and amyloid-.","[""10.1016/J.NEUROIMAGE.2023.120074"", ""10.1002/HBM.25137""]","{""source_datapaper"": ""10.1038/S41597-019-0217-0"", ""char_length"": 1156, ""original_abstract_found"": true, ""source"": ""semantic_scholar_api""}"
10.1002/HBM.25137,"The zona incerta (ZI) is a small gray matter region of the deep brain first identified in the 19th century, yet direct in vivo visualization and characterization has remained elusive. Noninvasive detection of the ZI and surrounding region could be critical to further our understanding of this widely connected but poorly understood deep brain region and could contribute to the development and optimization of neuromodulatory therapies. We demonstrate that high resolution (submillimetric) longitudinal (T1) relaxometry measurements at high magnetic field strength (7 T) can be used to delineate the ZI from surrounding white matter structures, specifically the fasciculus cerebellothalamicus, fields of Forel (fasciculus lenticularis, fasciculus thalamicus, and field H), and medial lemniscus. Using this approach, we successfully derived in vivo estimates of the size, shape, location, and tissue characteristics of substructures in the ZI region, confirming observations only previously possible through histological evaluation that this region is not just a space between structures but contains distinct morphological entities that should be considered separately. Our findings pave the way for increasingly detailed in vivo study and provide a structural foundation for precise functional and neuromodulatory investigation.K E Y W O R D S7 T, atlas, brain, deep brain stimulation, human, neuroanatomy, quantitative MRI, T1, zona incerta","[""10.1016/J.NEUROIMAGE.2023.120074"", ""10.1101/2023.12.05.570038""]","{""source_datapaper"": ""10.1038/S41597-019-0217-0"", ""char_length"": 1443, ""original_abstract_found"": true}"
10.1098/RSPB.2023.0951,"Predicting what factors promote or protect populations from infectious disease is a fundamental epidemiological challenge.Social networks, where nodes represent hosts and edges represent direct or indirect contacts between them, are important in quantifying these aspects of infectious disease dynamics.However, how network structure and epidemic parameters interact in empirical networks to promote or protect animal populations from infectious disease remains a challenge.Here we draw on advances in spectral graph theory and machine learning to build predictive models of pathogen spread on a large collection of empirical networks from across the animal kingdom.We show that the spectral features of an animal network are powerful predictors of pathogen spread for a variety of hosts and pathogens and can be a valuable proxy for the vulnerability of animal networks to pathogen spread.We validate our findings using interpretable machine learning techniques and provide a flexible web application for animal health practitioners to assess the vulnerability of a particular network to pathogen spread.","[""10.1101/2023.08.28.555173"", ""10.1038/S41597-019-0056-Z""]","{""source_datapaper"": ""10.1038/S41597-019-0056-Z"", ""char_length"": 1105, ""original_abstract_found"": true}"
10.1101/2023.08.28.555173,"Bell AM, Hankison SJ, Laskowski KL. 2009. The repeatability of behaviour a meta-analysis. 3 9 0 Animal Behaviour. 77(4)771-783. doi10.1016/j.anbehav.2008.12.022. Breheny P, Burchett W. 2020. visreg Visualization of Regression Models. 9 2 project.org/web/packages/visreg/index.html. Carter GG, Wilkinson GS. 2013. Food sharing in vampire bats reciprocal help predicts 3 9 4 donations more than relatedness or harassment.","[""10.1098/RSPB.2023.0951"", ""10.1038/S41597-019-0056-Z""]","{""source_datapaper"": ""10.1038/S41597-019-0056-Z"", ""char_length"": 419, ""original_abstract_found"": true}"
10.1038/S41597-019-0056-Z,"Social network analysis is an invaluable tool to understand the patterns, evolution, and consequences of sociality. Comparative studies over a range of social systems across multiple taxonomic groups are particularly valuable. Such studies however require quantitative social association or interaction data across multiple species which is not easily available. We introduce the animal Social Network Repository (ASNR) as the first multi-taxonomic repository that collates 790 social networks from more than 45 species, including those of mammals, reptiles, fish, birds, and insects. The repository was created by consolidating social network datasets from the literature on wild and captive animals into a consistent and easy-to-use network data format. the repository is archived at ASNR has tremendous research potential, including testing hypotheses in the fields of animal ecology, social behavior, epidemiology and evolutionary biology.MethodsSelection methodology. The data repository was collated by reviewing published literature and popular data repositories, including the Dryad Digital Repository, Harvard Dataverse and figshare, for social network datasets associated with peer-reviewed publications. We used terms such as social network, social structure, interaction network, animal networks, network behavior, among others, to perform our electronic search. Additional network datasets were acquired through convenience sampling by directly contacting the authors of published studies without open data. Only studies on non-human species were included, and studies reporting non-interaction or non-association networks such as biological networks or food-web networks were excluded. Studies that did not include enough information for networks to be re-created were also excluded. By reviewing the quality of the remaining published datasets (see Technical Validation), a total of 790 social networks from more than 45 animal species and 18 taxonomic orders were selected for the data repository.","[""10.1098/RSPB.2023.0951"", ""10.1101/2023.08.28.555173""]","{""source_datapaper"": ""10.1038/S41597-019-0056-Z"", ""char_length"": 2013, ""original_abstract_found"": true}"
10.14569/IJACSA.2020.0111048,"Crop diseases contribute significantly to food insecurity, malnutrition, and poverty in Africa where the majority of the population is into Agriculture. Manual plant disease recognition methods are widespread but limited, ineffective, costly, and time-consuming making the need to search for automatic and efficient methods of recognition more crucial. Machine learning and Convolutional Neural Networks have been applied in other jurisdictions in an attempt to solve these problems. They have achieved impressive results in this domain but tend to be 'data-hungry', invariant, and vulnerable to attacks that can easily lead to misclassifications. Capsule Networks, on the other hand, avoids the weaknesses of CNNs and has not been widely used in this area. This article, therefore, proposes the use of Gabor and Capsule network to recognize blurred, deformed, and unseen tomato and citrus disease images. Experimental results show that the proposed model can achieve a 98.13% test accuracy which is comparable to the performance of state-of-theart CNN models in the literature. Also, the proposed model outperformed two state-of-the-art deep learning models (which were implemented as baseline models) in terms of robustness, flexibility, fast converges, and having fewer parameters. This work can be extended to other crops and may well serve as a useful tool for the recognition of unseen plant diseases under bad weather and bad illumination conditions.","[""10.1016/J.NEUNET.2022.10.011"", ""10.3389/FPLS.2022.869524""]","{""source_datapaper"": ""10.1016/J.DIB.2019.104340"", ""char_length"": 1457, ""original_abstract_found"": true}"
10.1016/J.NEUNET.2022.10.011,"In recent years, Deep Learning models have shown a great performance in complex optimization problems. They generally require large training datasets, which is a limitation in most practical cases. Transfer learning allows importing the first layers of a pre-trained architecture and connecting them to fully-connected layers to adapt them to a new problem. Consequently, the configuration of the these layers becomes crucial for the performance of the model. Unfortunately, the optimization of these models is usually a computationally demanding task. One strategy to optimize Deep Learning models is the pruning scheme. Pruning methods are focused on reducing the complexity of the network, assuming an expected performance penalty of the model once pruned. However, the pruning could potentially be used to improve the performance, using an optimization algorithm to identify and eventually remove unnecessary connections among neurons. This work proposes EvoPruneDeepTL, an evolutionary pruning model for Transfer Learning based Deep Neural Networks which replaces the last fully-connected layers with sparse layers optimized by a genetic algorithm. Depending on its solution encoding strategy, our proposed model can either perform optimized pruning or feature selection over the densely connected part of the neural network. We carry out different experiments with several datasets to assess the benefits of our proposal. Results show the contribution of EvoPruneDeepTL and feature selection to the overall computational efficiency of the network as a result of the optimization process. In particular, the accuracy is improved, reducing at the same time the number of active neurons in the final layers. connected layers. In these fully-connected layers, the neuron of each layer is connected to all the neurons of the previous layer, which generates a large number of weights to be trained. The design of an appropriate network for each problem is a requirement in order to obtain a good performance. The training process of a DL architecture is frequently time-consuming. Complexity reduction maintaining the performance is an important challenge in DL, currently attracting significant attention in the community. Transfer Learning (TL)(Weiss et al., 2016)is usually considered the alternative. It is very common to use a DL model with fixed and pre-trained weights in the convolutional layers with a dataset (like ImageNet(Krizhevsky et al., 2012, December)) and then add and train several layers, named fully-connected layers, to adapt the network to a different classification problemKhan et al., 2019[dataset] Gmez-Ros et al., 2019).The architecture of fully-connected layers used for the problem is a critical decision, and its design is still an open issue in terms of the number of layers and neurons per layer . There are general guidelines based on the experience working with these layers, rather than rules to follow for the configuration of them. Therefore, any kind of optimiza","[""10.14569/IJACSA.2020.0111048"", ""10.3389/FPLS.2022.869524""]","{""source_datapaper"": ""10.1016/J.DIB.2019.104340"", ""char_length"": 3000, ""original_abstract_found"": true}"
10.3389/FPLS.2022.869524,"The growth of strawberry plants is affected by a variety of strawberry leaf diseases. Yet, due to the complexity of these diseases' spots in terms of color and texture, their manual identification requires much time and energy. Developing a more efficient identification method could be imperative for improving the yield and quality of strawberry crops. To that end, here we proposed a detection framework for strawberry leaf diseases based on a dual-channel residual network with a multi-directional attention mechanism (MDAM-DRNet). (1) In order to fully extract the color features from images of diseased strawberry leaves, this paper constructed a color feature path at the front end of the network. The color feature information in the image was then extracted mainly through a color correlogram. (2) Likewise, to fully extract the texture features from images, a texture feature path at the front end of the network was built it mainly extracts texture feature information by using an area compensation rotation invariant local binary pattern (ACRI-LBP). (3) To enhance the model's ability to extract detailed features, for the main frame, this paper proposed a multidirectional attention mechanism (MDAM). This MDAM can allocate weights in the horizontal, vertical, and diagonal directions, thereby reducing the loss of feature information. Finally, in order to solve the problems of gradient disappearance in the network, the ELU activation function was used in the main frame. Experiments were then carried out using a database we compiled. According to the results, the highest recognition accuracy by the network used in this paper for six types of strawberry leaf diseases and normal leaves is 95.79%, with an F1 score of 95.77%. This proves the introduced method is effective at detecting strawberry leaf diseases.","[""10.14569/IJACSA.2020.0111048"", ""10.1016/J.NEUNET.2022.10.011""]","{""source_datapaper"": ""10.1016/J.DIB.2019.104340"", ""char_length"": 1828, ""original_abstract_found"": true}"
10.3390/MA13133001,"High entropy alloys (HEAs) were prepared using the powder bed fusion (PBF) technique. Among titanium free alloys AlCoCrFeNiMn, CoCr 1.3 FeMnNi 0.7 , AlCoCrFeNi 1.3 , and AlCoCr 1.3 FeNi 1.3 have been further investigated. A cost comparison was done for these four alloys as well as the titanium-based alloys AlCoCrFeNiTi and AlCo 0.8 CrFeNiTi. Such a comparison was done in order to evaluate the performance of the titanium-free alloys as the estimated cost of these will be less than for Ti-based HEAs. Hence, we have chosen four titanium free alloys and two titanium-based alloys for further processing. All these alloys were fabricated and subsequently characterized for phase, purity and performance. Scanning electron microscopy-based images were captured for microstructure characterization. EIS-based tests and potentiodynamic scans were performed to evaluate corrosion current. Hardness tests were performed for mechanical properties evaluation. Additional testing using factorial design tests was performed to evaluate the effects of various parameters to create better PBF-based HEA samples. EBSD tests, accelerated corrosion tests (mass loss), chemical analysis after degradation, microstructure analysis before and after degradation, and mechanical property comparison for finalized samples and other similar tests were executed. The details about all these HEAs and subsequent laser processing as well as behavior of these HEAs have been included in this study. It has been observed that some of the selected alloys exhibit good performance compared to Ti-based alloys, especially with respect to improvements in elastic constant and hardness relative to commercially pure Ti.","[""10.1007/S10853-022-07227-3"", ""10.3390/MET10111463"", ""10.3390/CRYST11010046"", ""10.3390/MET10091268""]","{""source_datapaper"": ""10.1016/J.DIB.2018.11.111"", ""char_length"": 1689, ""original_abstract_found"": true}"
10.1007/S10853-022-07227-3,"A series of novel CoCrFeNi-based high-entropy alloys containing Sc and C were designed. These HEAs exhibited hardness, fracture toughness and wear resistance comparable or better than a range of selected benchmark systems. Microstructurally, we observed composite microstructures comprising variously a Sc-rich intermetallic phase, a sigma phase and an FCC solid solution phase within which precipitated M 23 C 6 carbides. The Sc-rich intermetallic phase possessed a stoichiometry close to (Co, M) 2 (Sc, M), where M = Ni and Fe. As the carbon content increased, the hardness levels 'softened' from 799 VHN (C-free) to 674 VHN (C = 4 at.%), though the fracture toughness was increased * 112%. At the same time, the specific wear rate was enhanced from 0.33 9 10 -3 to 0.14 9 10 -3 mm 3 (N m) -1 . The effectiveness of these microstructures in balancing high hardness, crack deflection and a relatively low wear rate was attributed to the enhanced stability of the FCC solid phase as the C content was increased.Handling Editor P. Nash.","[""10.3390/MA13133001"", ""10.3390/MET10111463"", ""10.3390/CRYST11010046"", ""10.3390/MET10091268""]","{""source_datapaper"": ""10.1016/J.DIB.2018.11.111"", ""char_length"": 1035, ""original_abstract_found"": true}"
10.3390/MET10111463,"In this work, an equiatomic TiNbTaMoZr-based high-entropy alloy (HEA) has been developed by a powder metallurgy route, which consists of a process of combined one-step low-temperature mechanical milling starting from the transition metals as raw materials and a subsequent pressureless sintering. In this way, the optimized synthesized specimen, after 10 h of milling time, showed two different body-centered cubic (bcc) TiNbTaMoZr alloys, which, after sintering at 1450 C, 1 h of dwell time and a heating and cooling rate of 5 C min 1 , it remained formed as two bcc TiNbTaMoZr-based HEAs. This material, with micrometric and equiaxed particles, and with homogeneously distributed phases, presented a Young's modulus that was significantly higher (5.8 GPa) and lower (62.1 GPa) than that of the usual commercially pure (cp) Ti and Ti6Al4V alloy used for bone-replacement implants. It also presented similar values to those of the HEAs developed for the same purpose. These interesting properties would enable this TiNbTaMoZr-based HEA to be used as a potential biomaterial for bulk or porous bone implants with high hardness and low Youngs modulus, thereby preventing the appearance of stress-shielding phenomena.","[""10.3390/MA13133001"", ""10.1007/S10853-022-07227-3"", ""10.3390/CRYST11010046"", ""10.3390/MET10091268""]","{""source_datapaper"": ""10.1016/J.DIB.2018.11.111"", ""char_length"": 1214, ""original_abstract_found"": true}"
10.3390/CRYST11010046,"Citation Bhandari, U. Zhang, C. Zeng, C. Guo, S. Adhikari, A. Yang, S. Deep Learning-Based Hardness Prediction of Novel Refractory High-Entropy Alloys with Experimental Validation. Crystals 2021, 11, 46.","[""10.3390/MA13133001"", ""10.1007/S10853-022-07227-3"", ""10.3390/MET10111463"", ""10.3390/MET10091268""]","{""source_datapaper"": ""10.1016/J.DIB.2018.11.111"", ""char_length"": 203, ""original_abstract_found"": true}"
